Protein names,Gene names,Ctrl N02,Ctrl N04,Ctrl N06,Ctrl N08,Ctrl N10,PD N01,PD N03,PD N05,PD N07,PD N09
NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,NDUFS5,18.748438517252605,19.350884755452473,19.08569844563802,19.134326299031574,19.181507110595703,19.207014083862305,19.852547963460285,19.773882548014324,19.039043426513672,19.565298716227215
Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,GNG7,21.075226465861004,20.424025853474934,20.261836369832356,20.205345789591473,20.516301472981773,20.371723810831707,20.39390500386556,20.297905604044598,20.799731572469074,21.077043533325195
Kinesin heavy chain isoform 5C,KIF5C,20.49490483601888,20.138488769531254,20.336912155151367,20.009798685709637,20.224090576171875,20.500152587890625,20.39701779683431,20.314666748046875,20.034491856892902,19.7940616607666
PRA1 family protein 2,PRAF2,19.74827702840169,19.27879524230957,19.396711349487305,18.277538935343426,20.264942804972332,19.890158971150715,19.795246760050457,19.56374994913737,18.272424697875977,18.283377329508465
Endothelial differentiation-related factor 1,EDF1,19.527350107828777,19.116300582885742,19.58435312906901,19.322291056315105,19.54974619547526,19.4875914255778,19.71502431233724,19.224300384521484,18.670612970987957,19.025976181030273
WD repeat-containing protein 1,WDR1,19.238853454589844,19.23436228434245,19.398289998372395,19.40795389811198,19.663978576660156,19.161691665649414,19.613618850708008,20.068877538045246,19.208113352457683,18.9121831258138
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",NDUFS7,20.150948842366535,20.221808115641277,20.415456771850586,20.299441655476887,20.365076065063477,20.268888473510746,20.220291137695312,20.059719721476238,20.662446975708008,20.65999412536621
Protein NipSnap homolog 2,GBAS,20.69858996073405,20.302734375,21.258209228515625,19.943275451660156,21.436111450195312,20.701095581054688,20.16252899169922,21.256844838460285,21.367537180582683,21.118560791015625
Tubulin-specific chaperone A,TBCA,19.495864232381184,19.52158800760905,19.395151774088543,19.13364855448405,19.22955830891927,19.51458168029785,19.580037434895832,18.590300877888996,19.374320348103844,19.42439079284668
Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,18.208927790323894,18.243669509887695,18.151618321736652,17.959710439046223,17.764068603515625,18.30594762166341,17.03189977010091,17.797699610392254,17.83712387084961,18.336532592773438
Cytosolic 10-formyltetrahydrofolate dehydrogenase,ALDH1L1,20.581953684488933,20.613820393880207,20.55116144816081,21.421473185221355,19.55106480916341,20.304357528686523,19.723925908406574,20.7840576171875,20.10477129618327,20.201520284016926
Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,B3GAT3,18.691736221313477,18.671736399332683,18.701038996378582,18.531428654988606,19.216545740763348,18.746870040893555,18.478225708007812,18.664799372355144,18.271488189697266,18.572643915812176
Kelch repeat and BTB domain-containing protein 11,KBTBD11,18.92217254638672,18.02105712890625,17.58468500773112,17.889625549316406,18.395353317260742,18.626095453898113,18.336044947306316,18.49168586730957,18.912669499715168,18.71238644917806
AP-2 complex subunit alpha-2,AP2A2,20.448931376139324,19.942593256632488,20.118818283081055,19.908771514892578,20.20113754272461,19.396684010823567,19.927805582682293,20.009600321451824,19.739477157592773,20.16647783915202
"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUFB8,20.232022603352863,19.170503616333008,19.356976826985676,19.850337346394856,19.851380666097004,19.883978525797527,19.48622449239095,19.55813153584798,19.606692632039387,19.168758392333984
"LETM1 and EF-hand domain-containing protein 1, mitochondrial",LETM1,19.844585418701172,17.863037109375,19.51690610249837,19.468685785929363,19.50078773498535,19.587372461954754,19.43655014038086,19.026668548583984,19.345232645670574,18.90790557861328
Vesicle-associated membrane protein-associated protein B/C,VAPB,21.192241032918293,19.43984858194987,22.14279301961263,21.391455332438152,22.44009017944336,21.454763412475586,21.779378255208332,21.955481847127277,21.08113670349121,21.189739227294922
6-phosphogluconolactonase,PGLS,19.65232213338216,19.935759862263996,19.853225708007812,19.71165657043457,19.91977882385254,20.017122268676758,20.005704879760742,20.272806803385418,20.27684275309245,18.715518951416016
BAG family molecular chaperone regulator 3,BAG3,19.306171417236328,18.468774159749348,18.069873174031574,18.784263610839844,18.68018086751302,18.95910708109538,18.756610870361328,19.545199712117512,18.9538631439209,18.99410565694173
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,20.09775225321452,19.991626103719074,21.01304817199707,21.27415593465169,19.943086624145508,21.35769208272298,20.5650208791097,20.887046178181965,20.109821955362957,21.275521596272785
"Glutathione reductase, mitochondrial",GSR,19.993507385253906,20.701749801635742,20.434240341186523,20.365216573079426,20.23066584269206,19.222312927246094,20.493160883585617,20.358331044514973,20.73008410135905,20.671290079752605
Cytochrome c oxidase subunit 2,MT-CO2,23.563472112019856,23.248820622762043,23.039328893025715,22.893971125284832,23.343252817789715,22.687824249267578,23.22153091430664,22.779812494913738,23.258080164591473,23.48534393310547
Adenylate kinase isoenzyme 1,AK1,20.45602544148763,20.565889358520508,20.491360982259113,20.405743916829426,19.066436767578125,19.240807215372723,20.389135996500652,20.77545102437337,20.7935733795166,19.082446416219074
Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,22.048315684000652,20.93079376220703,20.52887026468913,19.220001856486004,21.634737650553387,20.15789858500163,20.83884557088216,19.078128814697266,20.97719955444336,20.538516362508137
Cystatin-C,CST3,21.545256932576496,21.613741556803387,21.89383888244629,20.88951873779297,21.859643300374348,23.039847056070965,22.63270378112793,22.58306630452474,21.858253479003906,21.95104726155599
Proenkephalin-A;Synenkephalin;Met-enkephalin;PENK(114-133);PENK(143-183);Met-enkephalin-Arg-Gly-Leu;Leu-enkephalin;PENK(237-258);Met-enkephalin-Arg-Phe,PENK,20.58001772562663,19.444292704264324,20.03029505411784,18.760337829589844,20.646291097005207,19.19002405802409,19.17376136779785,19.871402740478516,19.98761749267578,19.834177652994793
Apolipoprotein E,APOE,19.750572204589844,20.377352396647137,20.530710856119793,20.828079223632812,20.730886459350586,20.648595174153645,20.35735257466634,19.772424062093098,20.684342702229813,20.00488026936849
"Superoxide dismutase [Mn], mitochondrial",SOD2,22.975175221761067,23.793421427408855,22.970096588134766,23.62731170654297,22.974463780721027,22.287497838338215,22.649377822875977,22.838882446289062,23.113282521565754,23.472095489501953
Protein S100-B,S100B,22.15087127685547,22.35418955485026,22.112812042236328,22.41406758626302,22.247419357299805,22.22401173909505,22.48064359029134,23.24362564086914,22.131975173950195,22.602088292439777
Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,21.48046620686849,20.405999501546223,21.076852798461914,21.07982571919759,21.172401428222656,21.44923464457194,21.39225705464681,21.45354652404785,21.579383214314777,21.54186248779297
"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,18.245063145955402,18.163401921590168,18.88973553975423,19.045874913533527,18.892338434855144,18.165289560953777,18.869539896647137,18.874380111694336,19.339082717895508,18.746984481811523
60S acidic ribosomal protein P1,RPLP1,20.042497634887695,21.554209391276043,22.12856674194336,21.596913655598957,22.376801172892254,19.556702931722004,21.586326599121094,21.885833104451496,20.194881439208984,21.12417729695638
Calbindin,CALB1,18.27975845336914,20.366785049438477,19.546646118164062,19.41892433166504,19.114566167195637,19.256621678670246,20.21719487508138,19.76675860087077,19.660592397054035,20.725054423014324
Nucleophosmin,NPM1,19.564491271972656,19.217702229817707,19.2932866414388,19.781300226847332,19.783051172892254,19.414992650349934,19.239384333292644,18.966166178385418,19.148802439371746,19.911200205485027
Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A,HEXB,19.648792902628582,21.04881540934245,20.441016515096027,20.244731267293293,20.380091349283855,20.773380915323894,20.22784423828125,20.52613639831543,20.896494547526043,20.967963536580402
Adenine phosphoribosyltransferase,APRT,18.23862648010254,18.59390131632487,18.617473602294922,18.361501057942707,18.61469332377116,18.632209142049152,18.143164952596027,19.252756118774414,18.474433263142902,18.858618418375652
Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 4;Heterogeneous nuclear ribonucleoprotein C-like 1;Heterogeneous nuclear ribonucleoprotein C-like 3;Heterogeneous nuclear ribonucleoprotein C-like 2,HNRNPC;HNRNPCL4;HNRNPCL1;HNRNPCL3;HNRNPCL2,18.530244827270508,18.799753189086914,19.06110445658366,19.38413937886556,19.350444157918293,18.969737370808918,17.97776476542155,18.79237174987793,18.147809982299805,18.722740173339844
4F2 cell-surface antigen heavy chain,SLC3A2,20.59748140970866,21.055526733398438,21.14718500773112,21.087512969970703,20.99030939737956,20.12517738342285,20.665674845377605,20.630204518636067,21.383930206298828,20.972855885823567
Synaptophysin,SYP,22.33247248331706,21.545742670694988,21.191029230753582,21.6419734954834,21.429833730061848,20.80985959370931,21.60919952392578,21.619176228841145,22.047091801961262,21.82902717590332
"3-ketoacyl-CoA thiolase, peroxisomal",ACAA1,19.571162541707356,18.853578567504883,18.871988932291668,19.25588035583496,18.880455017089844,19.391009012858074,19.148818969726562,19.17950185139974,19.319679896036785,19.34240214029948
Tropomyosin alpha-1 chain,TPM1,20.823510487874348,20.4518616994222,19.27327537536621,19.579198837280273,20.49553044637044,21.131036122639973,20.685107549031574,19.69477653503418,21.19390042622884,21.04340934753418
Ras-related protein Ral-A,RALA,21.00224431355794,21.075780232747395,21.04893684387207,20.93637975056966,21.015125910441082,21.145596186319988,21.337182362874348,21.072423934936523,21.141368865966797,21.221094131469727
Lysosome-associated membrane glycoprotein 1,LAMP1,20.372312545776367,20.51877276102702,20.051163991292317,20.204222361246746,19.99026107788086,20.664435704549152,20.156643549601238,20.35623296101888,20.612266540527344,20.857540766398113
Alcohol dehydrogenase class-3,ADH5,19.99129867553711,20.37491226196289,19.769262949625652,20.01421610514323,19.514690399169922,19.93627675374349,20.07602882385254,20.12405776977539,20.15173403422038,19.6529966990153
"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,25.46749750773112,24.77029291788737,24.644310633341473,24.939660390218098,25.30624771118164,24.964078903198242,25.279783248901367,24.82415707906087,25.397361119588215,25.113619486490887
"Cytochrome c oxidase subunit 7A2, mitochondrial",COX7A2,22.21625328063965,22.18834050496419,22.19878641764323,22.109294255574543,22.414010365804035,22.222909927368164,22.37364896138509,22.16047477722168,22.331279754638672,22.380077362060547
Sodium/potassium-transporting ATPase subunit beta-2,ATP1B2,19.423552831013996,19.385230382283527,18.563226064046223,18.941426595052082,20.38295300801595,19.21357027689616,19.307275136311848,19.457429885864258,19.190388997395832,19.916802088419598
Pyruvate kinase PKM,PKM,19.81048329671224,21.13941256205241,20.910040537516277,21.170181274414062,20.970972061157227,20.438310623168945,21.005210876464844,20.878683090209964,21.33818244934082,21.419790903727215
NAD(P)H dehydrogenase [quinone] 1,NQO1,19.817279815673828,19.764307022094727,19.82373555501302,18.316230138142902,19.001624425252277,19.79014523824056,19.558692932128906,18.978572845458984,18.204416910807293,18.554962158203125
N-acetylglucosamine-6-sulfatase,GNS,19.15674591064453,18.3797181447347,19.050851821899414,18.958654403686523,19.08916409810384,19.466874440511067,18.806548436482746,18.72743097941081,18.752559661865234,19.53278923034668
40S ribosomal protein S2,RPS2,19.5225404103597,19.69903310139974,19.68095588684082,19.76028887430827,19.703506469726562,19.541676839192707,19.22750473022461,19.451606750488285,19.68142827351888,20.206578572591145
Carboxypeptidase E,CPE,20.03204917907715,19.73394775390625,18.824906667073567,19.146454493204754,18.888024012247723,20.468611399332683,20.227147420247395,19.75678825378418,20.172742843627926,19.831279118855793
Neuromodulin,GAP43,24.851215362548828,25.539827346801758,24.551154454549152,24.781243642171223,24.36644172668457,24.918020248413086,24.99947675069173,25.057655970255535,25.067506790161133,25.059902826944988
Probable ATP-dependent RNA helicase DDX5;Probable ATP-dependent RNA helicase DDX17,DDX5;DDX17,19.753194173177082,19.19487126668294,19.835541407267254,19.955237070719402,19.63977813720703,19.48688507080078,18.893809636433918,19.542112350463867,18.599446614583332,19.365467071533203
Ganglioside GM2 activator;Ganglioside GM2 activator isoform short,GM2A,19.120999018351238,19.28050422668457,19.08989143371582,19.697067896525066,19.686159133911133,20.079169591267902,19.651817321777344,19.65521494547526,20.30027898152669,20.107006072998047
"ATP synthase-coupling factor 6, mitochondrial",ATP5J,22.205027898152668,22.40242067972819,22.361923853556316,22.227781931559246,22.434206008911133,22.301707585652668,22.57981936136882,22.220892588297527,22.12890688578288,22.318211873372395
Nucleolin,NCL,20.262619654337566,20.000003814697266,20.08130645751953,20.780065536499023,20.313542048136394,19.75614865620931,19.878206253051758,19.98217519124349,19.574843724568684,19.879559834798176
"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,22.021869659423828,21.923791885375977,21.874416987101238,21.750704447428387,21.859635670979817,21.871066411336262,21.94757143656413,21.811979293823242,22.029380798339844,21.98795509338379
Annexin A7,ANXA7,18.289372126261394,19.677937189737957,18.96507390340169,18.75326983133952,18.976078669230144,18.76063855489095,19.47327931722005,18.910221735636394,19.685590108235676,20.034191767374676
Ras-related protein Rab-3A,RAB3A,23.007993698120117,22.12814458211263,22.634692509969074,22.614952087402344,22.56684684753418,22.721004486083984,22.772443135579426,22.50932248433431,22.387366612752277,22.648435592651367
